Continuous Case:
Configuration:
pho = 0.1
diff_thresold = 1e-5
train_error_threshold = 1e-5
iter:151  diff:0.00743065 train_error:0.85630296 test_error:0.83072461
iter:152  diff:0.00708932 train_error:0.85512812 test_error:0.83003749
iter:153  diff:0.00676673 train_error:0.85398450 test_error:0.82936481
iter:154  diff:0.00646295 train_error:0.85287054 test_error:0.82870602
iter:155  diff:0.00617789 train_error:0.85178473 test_error:0.82806060
iter:156  diff:0.00591138 train_error:0.85072562 test_error:0.82742805
iter:157  diff:0.00566317 train_error:0.84969179 test_error:0.82680791
iter:158  diff:0.00543297 train_error:0.84868188 test_error:0.82619971
iter:159  diff:0.00522049 train_error:0.84769453 test_error:0.82560302
iter:160  diff:0.00502541 train_error:0.84672847 test_error:0.82501742
iter:161  diff:0.00484741 train_error:0.84578240 test_error:0.82444251
iter:162  diff:0.00468620 train_error:0.84485509 test_error:0.82387790
iter:163  diff:0.00454153 train_error:0.84394531 test_error:0.82332324
iter:164  diff:0.00441318 train_error:0.84305184 test_error:0.82277815
iter:165  diff:0.00430095 train_error:0.84217350 test_error:0.82224231
iter:166  diff:0.00420470 train_error:0.84130909 test_error:0.82171537
iter:167  diff:0.00412436 train_error:0.84045744 test_error:0.82119701
iter:168  diff:0.00405986 train_error:0.83961736 test_error:0.82068690
iter:169  diff:0.00401123 train_error:0.83878769 test_error:0.82018474
iter:170  diff:0.00397849 train_error:0.83796725 test_error:0.81969020
iter:171  diff:0.00396175 train_error:0.83715485 test_error:0.81920298
iter:172  diff:0.00396111 train_error:0.83634933 test_error:0.81872276
iter:173  diff:0.00397672 train_error:0.83554948 test_error:0.81824923
iter:174  diff:0.00400874 train_error:0.83475413 test_error:0.81778206
iter:175  diff:0.00405736 train_error:0.83396206 test_error:0.81732094
iter:176  diff:0.00412275 train_error:0.83317209 test_error:0.81686553
iter:177  diff:0.00420506 train_error:0.83238301 test_error:0.81641549
iter:178  diff:0.00430445 train_error:0.83159360 test_error:0.81597046
iter:179  diff:0.00442102 train_error:0.83080267 test_error:0.81553008
iter:180  diff:0.00455481 train_error:0.83000900 test_error:0.81509397
iter:181  diff:0.00470580 train_error:0.82921140 test_error:0.81466175
iter:182  diff:0.00487386 train_error:0.82840868 test_error:0.81423302
iter:183  diff:0.00505875 train_error:0.82759967 test_error:0.81380735
iter:184  diff:0.00526010 train_error:0.82678321 test_error:0.81338433
iter:185  diff:0.00547734 train_error:0.82595820 test_error:0.81296351
iter:186  diff:0.00570972 train_error:0.82512354 test_error:0.81254445
iter:187  diff:0.00595627 train_error:0.82427821 test_error:0.81212670
iter:188  diff:0.00621579 train_error:0.82342125 test_error:0.81170981
iter:189  diff:0.00648681 train_error:0.82255175 test_error:0.81129332
iter:190  diff:0.00676763 train_error:0.82166890 test_error:0.81087679
iter:191  diff:0.00705628 train_error:0.82077198 test_error:0.81045978
iter:192  diff:0.00735056 train_error:0.81986038 test_error:0.81004186
iter:193  diff:0.00764806 train_error:0.81893361 test_error:0.80962265
iter:194  diff:0.00794618 train_error:0.81799131 test_error:0.80920176
iter:195  diff:0.00824222 train_error:0.81703328 test_error:0.80877883
iter:196  diff:0.00853337 train_error:0.81605942 test_error:0.80835357
iter:197  diff:0.00881680 train_error:0.81506984 test_error:0.80792569
iter:198  diff:0.00908972 train_error:0.81406478 test_error:0.80749496
iter:199  diff:0.00934943 train_error:0.81304464 test_error:0.80706118
iter:200  diff:0.00959338 train_error:0.81200999 test_error:0.80662422
iter:201  diff:0.00981922 train_error:0.81096156 test_error:0.80618399
iter:202  diff:0.01002482 train_error:0.80990022 test_error:0.80574046
iter:203  diff:0.01020835 train_error:0.80882701 test_error:0.80529364
iter:204  diff:0.01036827 train_error:0.80774309 test_error:0.80484363
iter:205  diff:0.01050339 train_error:0.80664975 test_error:0.80439058
iter:206  diff:0.01061282 train_error:0.80554839 test_error:0.80393472
iter:207  diff:0.01069602 train_error:0.80444052 test_error:0.80347635
iter:208  diff:0.01075277 train_error:0.80332772 test_error:0.80301585
iter:209  diff:0.01078314 train_error:0.80221164 test_error:0.80255365
iter:210  diff:0.01078749 train_error:0.80109400 test_error:0.80209029
iter:211  diff:0.01076640 train_error:0.79997656 test_error:0.80162635
iter:212  diff:0.01072068 train_error:0.79886109 test_error:0.80116250
iter:213  diff:0.01065127 train_error:0.79774941 test_error:0.80069947
iter:214  diff:0.01055924 train_error:0.79664332 test_error:0.80023805
iter:215  diff:0.01044574 train_error:0.79554463 test_error:0.79977909
iter:216  diff:0.01031195 train_error:0.79445508 test_error:0.79932348
iter:217  diff:0.01015910 train_error:0.79337641 test_error:0.79887214
iter:218  diff:0.00998841 train_error:0.79231028 test_error:0.79842599
iter:219  diff:0.00980113 train_error:0.79125824 test_error:0.79798596
iter:220  diff:0.00959850 train_error:0.79022176 test_error:0.79755293
iter:221  diff:0.00938181 train_error:0.78920218 test_error:0.79712773
iter:222  diff:0.00915238 train_error:0.78820071 test_error:0.79671112
iter:223  diff:0.00891158 train_error:0.78721841 test_error:0.79630375
iter:224  diff:0.00866090 train_error:0.78625616 test_error:0.79590620
iter:225  diff:0.00840186 train_error:0.78531472 test_error:0.79551891
iter:226  diff:0.00813610 train_error:0.78439467 test_error:0.79514222
iter:227  diff:0.00786531 train_error:0.78349641 test_error:0.79477633
iter:228  diff:0.00759120 train_error:0.78262024 test_error:0.79442136
iter:229  diff:0.00731550 train_error:0.78176629 test_error:0.79407731
iter:230  diff:0.00703988 train_error:0.78093456 test_error:0.79374412
iter:231  diff:0.00676596 train_error:0.78012495 test_error:0.79342162
iter:232  diff:0.00649524 train_error:0.77933725 test_error:0.79310958
iter:233  diff:0.00622905 train_error:0.77857116 test_error:0.79280774
iter:234  diff:0.00596860 train_error:0.77782631 test_error:0.79251577
iter:235  diff:0.00571492 train_error:0.77710227 test_error:0.79223333
iter:236  diff:0.00546884 train_error:0.77639855 test_error:0.79196005
iter:237  diff:0.00523103 train_error:0.77571461 test_error:0.79169554
iter:238  diff:0.00500201 train_error:0.77504989 test_error:0.79143940
iter:239  diff:0.00478213 train_error:0.77440381 test_error:0.79119125
iter:240  diff:0.00457160 train_error:0.77377577 test_error:0.79095069
iter:241  diff:0.00437052 train_error:0.77316516 test_error:0.79071734
iter:242  diff:0.00417888 train_error:0.77257137 test_error:0.79049081
iter:243  diff:0.00399658 train_error:0.77199379 test_error:0.79027074
iter:244  diff:0.00382346 train_error:0.77143181 test_error:0.79005678
iter:245  diff:0.00365929 train_error:0.77088483 test_error:0.78984860
iter:246  diff:0.00350381 train_error:0.77035228 test_error:0.78964586
iter:247  diff:0.00335672 train_error:0.76983359 test_error:0.78944825
iter:248  diff:0.00321769 train_error:0.76932819 test_error:0.78925550
iter:249  diff:0.00308639 train_error:0.76883557 test_error:0.78906730
iter:250  diff:0.00296248 train_error:0.76835519 test_error:0.78888341
iter:251  diff:0.00284560 train_error:0.76788657 test_error:0.78870358
iter:252  diff:0.00273542 train_error:0.76742922 test_error:0.78852757
iter:253  diff:0.00263158 train_error:0.76698268 test_error:0.78835517
iter:254  diff:0.00253376 train_error:0.76654651 test_error:0.78818618
iter:255  diff:0.00244162 train_error:0.76612030 test_error:0.78802039
iter:256  diff:0.00235484 train_error:0.76570364 test_error:0.78785765
iter:257  diff:0.00227310 train_error:0.76529616 test_error:0.78769778
iter:258  diff:0.00219611 train_error:0.76489748 test_error:0.78754063
iter:259  diff:0.00212356 train_error:0.76450726 test_error:0.78738606
iter:260  diff:0.00205518 train_error:0.76412517 test_error:0.78723395
iter:261  diff:0.00199068 train_error:0.76375090 test_error:0.78708418
iter:262  diff:0.00192979 train_error:0.76338415 test_error:0.78693663
iter:263  diff:0.00187228 train_error:0.76302464 test_error:0.78679121
iter:264  diff:0.00181788 train_error:0.76267209 test_error:0.78664783
iter:265  diff:0.00176637 train_error:0.76232627 test_error:0.78650640
iter:266  diff:0.00171754 train_error:0.76198691 test_error:0.78636685
iter:267  diff:0.00167117 train_error:0.76165381 test_error:0.78622911
iter:268  diff:0.00162709 train_error:0.76132673 test_error:0.78609311
iter:269  diff:0.00158511 train_error:0.76100547 test_error:0.78595880
iter:270  diff:0.00154509 train_error:0.76068985 test_error:0.78582612
iter:271  diff:0.00150687 train_error:0.76037967 test_error:0.78569502
iter:272  diff:0.00147033 train_error:0.76007476 test_error:0.78556546
iter:273  diff:0.00143535 train_error:0.75977495 test_error:0.78543739
iter:274  diff:0.00140185 train_error:0.75948010 test_error:0.78531078
iter:275  diff:0.00136972 train_error:0.75919005 test_error:0.78518558
iter:276  diff:0.00133889 train_error:0.75890467 test_error:0.78506175
iter:277  diff:0.00130929 train_error:0.75862382 test_error:0.78493927
iter:278  diff:0.00128086 train_error:0.75834737 test_error:0.78481810
iter:279  diff:0.00125355 train_error:0.75807522 test_error:0.78469821
iter:280  diff:0.00122729 train_error:0.75780725 test_error:0.78457957
iter:281  diff:0.00120205 train_error:0.75754336 test_error:0.78446214
iter:282  diff:0.00117776 train_error:0.75728343 test_error:0.78434590
iter:283  diff:0.00115438 train_error:0.75702739 test_error:0.78423080
iter:284  diff:0.00113186 train_error:0.75677514 test_error:0.78411683
iter:285  diff:0.00111015 train_error:0.75652658 test_error:0.78400396
iter:286  diff:0.00108919 train_error:0.75628165 test_error:0.78389214
iter:287  diff:0.00106893 train_error:0.75604025 test_error:0.78378135
iter:288  diff:0.00104932 train_error:0.75580231 test_error:0.78367155
iter:289  diff:0.00103031 train_error:0.75556777 test_error:0.78356272
iter:290  diff:0.00101186 train_error:0.75533653 test_error:0.78345483
iter:291  diff:0.00099391 train_error:0.75510855 test_error:0.78334783
iter:292  diff:0.00097644 train_error:0.75488375 test_error:0.78324169
iter:293  diff:0.00095941 train_error:0.75466207 test_error:0.78313639
iter:294  diff:0.00094280 train_error:0.75444345 test_error:0.78303190
iter:295  diff:0.00092658 train_error:0.75422782 test_error:0.78292817
iter:296  diff:0.00091076 train_error:0.75401512 test_error:0.78282519
iter:297  diff:0.00089532 train_error:0.75380531 test_error:0.78272292
iter:298  diff:0.00088027 train_error:0.75359833 test_error:0.78262133
iter:299  diff:0.00086560 train_error:0.75339411 test_error:0.78252040
iter:300  diff:0.00085134 train_error:0.75319262 test_error:0.78242010
iter:301  diff:0.00083748 train_error:0.75299379 test_error:0.78232041
iter:302  diff:0.00082404 train_error:0.75279758 test_error:0.78222132
